SE_ID,MLSV_YMD,FOOD_NM,FDINGR_NM
77,20220421,*오리육개장,"토란대/데친것, 말린것(건조), 껍질제거(깐것)"
78,20220421,*오리육개장,파(대파)/껍질제거(깐것)
79,20220421,*오리육개장,"깨(들깨)/볶은것, 간것(가루, 분말)"
80,20220421,*오리육개장,오리고기(통오리)/국산
81,20220421,*오리육개장,간장(재래간장)
82,20220421,*오리육개장,고춧가루
83,20220421,*오리육개장,맛술
84,20220421,*오리육개장,소금(고운소금)
85,20220421,*오리육개장,후추
86,20220421,*비빔만두,당근/껍질제거(깐것)
87,20220421,*비빔만두,"마늘/껍질제거(깐것), 꼭지제거"
88,20220421,*비빔만두,콩나물
89,20220421,*비빔만두,양배추/껍질제거(깐것)
90,20220421,*비빔만두,깻잎/친환경
91,20220421,*비빔만두,오이/친환경
92,20220421,*비빔만두,파(실파)/껍질제거(깐것)
93,20220421,*비빔만두,물엿
94,20220421,*비빔만두,설탕(황설탕)
95,20220421,*비빔만두,콩기름(대두유)
96,20220421,*비빔만두,탄산음료(사이다)
97,20220421,*비빔만두,고추장
98,20220421,*비빔만두,고춧가루
99,20220421,*비빔만두,식초(사과식초)
100,20220421,*비빔만두,군만두(라이스군만두)
101,20220421,*비빔만두,군만두(버섯군만두)
102,20220421,*옥수수연유전(백종원st.),파슬리/말린것(건조)
103,20220421,*옥수수연유전(백종원st.),부침가루
104,20220421,*옥수수연유전(백종원st.),전분(감자전분)
105,20220421,*옥수수연유전(백종원st.),콩기름(대두유)
106,20220421,*옥수수연유전(백종원st.),연유/가당
107,20220421,*옥수수연유전(백종원st.),치즈(파마산치즈)
108,20220421,*옥수수연유전(백종원st.),소금(고운소금)
109,20220421,*옥수수연유전(백종원st.),옥수수통조림
110,20220421,*배추겉절이,김치(배추겉절이)
111,20220422,시금치커리라이스,"멥쌀, 백미, 생것"
112,20220422,시금치커리라이스,"찹쌀, 백미, 생것"
113,20220422,시금치커리라이스,"감자, 대지, 생것"
114,20220422,시금치커리라이스,"당근, 뿌리, 생것"
115,20220422,시금치커리라이스,"시금치, 생것"
116,20220422,시금치커리라이스,"양파, 생것"
117,20220422,시금치커리라이스,"토마토, 방울토마토, 생것"
118,20220422,시금치커리라이스,"호박, 애호박, 생것"
119,20220422,시금치커리라이스,"돼지고기, 뒷다리, 생것"
120,20220422,시금치커리라이스,우유
121,20220422,시금치커리라이스,"크림, 휘핑"
122,20220422,시금치커리라이스,버터
123,20220422,시금치커리라이스,소금
124,20220422,시금치커리라이스,"카레, 가루 "
125,20220422,시금치커리라이스,"파슬리, 말린것"
126,20220425,*비빔밥/약고추장,기능성찹쌀(칼슘강화)
127,20220425,*비빔밥/약고추장,멥쌀(백미)
128,20220425,*비빔밥/약고추장,보리/친환경
129,20220425,*비빔밥/약고추장,당근/껍질제거(깐것)
130,20220425,*비빔밥/약고추장,"도라지/껍질제거(깐것), 절단된것"
131,20220425,*비빔밥/약고추장,"마늘/껍질제거(깐것), 꼭지제거"
132,20220425,*비빔밥/약고추장,무(왜무)
133,20220425,*비빔밥/약고추장,양파/껍질제거(깐것)
134,20220425,*비빔밥/약고추장,고사리/국산
135,20220425,*비빔밥/약고추장,콩나물
136,20220425,*비빔밥/약고추장,표고버섯/친환경
137,20220425,*비빔밥/약고추장,시금치
138,20220425,*비빔밥/약고추장,파(실파)/껍질제거(깐것)
139,20220425,*비빔밥/약고추장,호박(애호박)
140,20220425,*비빔밥/약고추장,깨(참깨)
141,20220425,*비빔밥/약고추장,한우(사태)
142,20220425,*비빔밥/약고추장,물엿
143,20220425,*비빔밥/약고추장,설탕(황설탕)
144,20220425,*비빔밥/약고추장,들기름
145,20220425,*비빔밥/약고추장,참기름
146,20220425,*비빔밥/약고추장,콩기름(대두유)
147,20220425,*비빔밥/약고추장,매실농축액
148,20220425,*비빔밥/약고추장,고추장
149,20220425,*비빔밥/약고추장,소금(고운소금)
150,20220425,*비빔밥/약고추장,후추
151,20220425,*비빔밥/약고추장,청주
152,20220425,*감자깻잎된장국,"마늘/껍질제거(깐것), 꼭지제거"
153,20220425,*감자깻잎된장국,감자/껍질제거(깐것)
154,20220425,*감자깻잎된장국,깻잎/친환경
155,20220425,*감자깻잎된장국,고추(붉은고추(홍고추))
156,20220425,*감자깻잎된장국,파(대파)/껍질제거(깐것)
157,20220425,*감자깻잎된장국,호박(애호박)
158,20220425,*감자깻잎된장국,새우(꽃새우)/말린것(건조)
159,20220425,*감자깻잎된장국,"멸치(큰멸치, 대멸)"
160,20220425,*감자깻잎된장국,다시마/말린것(건조)
161,20220425,*감자깻잎된장국,두부/찌개용
162,20220425,*감자깻잎된장국,된장
163,20220425,*감자깻잎된장국,소금(고운소금)
164,20220425,*불맛오리불고기,당근/껍질제거(깐것)
165,20220425,*불맛오리불고기,"마늘/껍질제거(깐것), 꼭지제거"
166,20220425,*불맛오리불고기,양파/껍질제거(깐것)
167,20220425,*불맛오리불고기,애느타리버섯
168,20220425,*불맛오리불고기,팽이버섯
169,20220425,*불맛오리불고기,감자/껍질제거(깐것)
170,20220425,*불맛오리불고기,고추(청양고추)
171,20220425,*불맛오리불고기,부추
172,20220425,*불맛오리불고기,파(대파)/껍질제거(깐것)
173,20220425,*불맛오리불고기,설탕(황설탕)
174,20220425,*불맛오리불고기,조랭이떡
175,20220425,*불맛오리불고기,맛술
176,20220425,*불맛오리불고기,소금(고운소금)
177,20220425,*불맛오리불고기,후추
178,20220425,*불맛오리불고기,오리불고기
179,20220425,*치즈감자빵(NO글루텐),떡(감자떡)
180,20220425,*배추겉절이,김치(배추겉절이)
181,20220426,*참치김치치즈밥버거,기능성찹쌀(칼슘강화)
182,20220426,*참치김치치즈밥버거,멥쌀(백미)
183,20220426,*참치김치치즈밥버거,양파/껍질제거(깐것)
184,20220426,*참치김치치즈밥버거,파(대파)/껍질제거(깐것)
185,20220426,*참치김치치즈밥버거,김가루/조미한것
186,20220426,*참치김치치즈밥버거,치즈(노란체다치즈)
187,20220426,*참치김치치즈밥버거,치즈(체다치즈)
188,20220426,*참치김치치즈밥버거,김치(배추김치)/숙성시킨것
189,20220426,*참치김치치즈밥버거,마요네즈
190,20220426,*참치김치치즈밥버거,황다랑어유지통조림(참치)
191,20220426,*가쓰오된장국,"마늘/껍질제거(깐것), 꼭지제거"
192,20220426,*가쓰오된장국,양파/껍질제거(깐것)
193,20220426,*가쓰오된장국,파(실파)/껍질제거(깐것)
194,20220426,*가쓰오된장국,"가다랑어/육수용, 말린것(건조)"
195,20220426,*가쓰오된장국,"멸치(큰멸치, 대멸)"
196,20220426,*가쓰오된장국,다시마/말린것(건조)
197,20220426,*가쓰오된장국,미역/말린것(건조)
198,20220426,*가쓰오된장국,두부/찌개용
199,20220426,*가쓰오된장국,된장(일본된장)
200,20220426,*치즈크러스트피자/갈릭딥핑소스,피자(조각피자)/냉동
201,20220426,*치즈크러스트피자/갈릭딥핑소스,갈릭치즈소스
202,20220426,*제주감귤쥬스,주스(감귤주스)
203,20220426,*모둠야채피클,피클(모둠채소피클)
204,20220427,*김가루밥,기능성찹쌀(칼슘강화)
205,20220427,*김가루밥,멥쌀(백미)
206,20220427,*김가루밥,당근/껍질제거(깐것)
207,20220427,*김가루밥,우엉/껍질제거(깐것)
208,20220427,*김가루밥,김가루/조미한것
209,20220427,*김가루밥,단무지(스틱단무지)
210,20220427,*김가루밥,소금(고운소금)
211,20220427,*잔치국수,당근/껍질제거(깐것)
212,20220427,*잔치국수,마늘/껍질제거(깐것)
213,20220427,*잔치국수,"마늘/껍질제거(깐것), 꼭지제거"
214,20220427,*잔치국수,무(왜무)
215,20220427,*잔치국수,파(대파)/껍질제거(깐것)
216,20220427,*잔치국수,호박(애호박)
217,20220427,*잔치국수,깨(참깨)
218,20220427,*잔치국수,디포리/국산
219,20220427,*잔치국수,"멸치(큰멸치, 대멸)"
220,20220427,*잔치국수,김가루
221,20220427,*잔치국수,김가루/조미한것
222,20220427,*잔치국수,다시마/말린것(건조)
223,20220427,*잔치국수,달걀
224,20220427,*잔치국수,유부
225,20220427,*잔치국수,소면/말린것(건조)
226,20220427,*잔치국수,참기름
227,20220427,*잔치국수,콩기름(대두유)
228,20220427,*잔치국수,간장(재래간장)
229,20220427,*잔치국수,소금(고운소금)
230,20220427,*잔치국수,소금(꽃소금)
231,20220427,*잔치국수,후추
232,20220427,*오이양파무침,마늘/껍질제거(깐것)
233,20220427,*오이양파무침,"마늘/껍질제거(깐것), 꼭지제거"
234,20220427,*오이양파무침,양파/껍질제거(깐것)
235,20220427,*오이양파무침,부추/친환경
236,20220427,*오이양파무침,오이/친환경
237,20220427,*오이양파무침,깨(참깨)
238,20220427,*오이양파무침,물엿
239,20220427,*오이양파무침,설탕(황설탕)
240,20220427,*오이양파무침,참기름
241,20220427,*오이양파무침,고추장
242,20220427,*오이양파무침,고춧가루
243,20220427,*오이양파무침,식초(사과식초)
244,20220427,*수원왕갈비치킨,"마늘/껍질제거(깐것), 꼭지제거"
245,20220427,*수원왕갈비치킨,양파/껍질제거(깐것)
246,20220427,*수원왕갈비치킨,고추(붉은고추(홍고추))
247,20220427,*수원왕갈비치킨,고추(청양고추)
248,20220427,*수원왕갈비치킨,"닭고기(가슴살, 안심살)/국산"
249,20220427,*수원왕갈비치킨,닭고기(다리살)/국산
250,20220427,*수원왕갈비치킨,물엿
251,20220427,*수원왕갈비치킨,설탕(황설탕)
252,20220427,*수원왕갈비치킨,전분(옥수수전분)
253,20220427,*수원왕갈비치킨,치킨튀김가루
254,20220427,*수원왕갈비치킨,튀김가루
255,20220427,*수원왕갈비치킨,참기름
256,20220427,*수원왕갈비치킨,콩기름(대두유)
257,20220427,*수원왕갈비치킨,간장(양조간장)
258,20220427,*수원왕갈비치킨,간장(양조간장)/소포장
259,20220427,*수원왕갈비치킨,고춧가루
260,20220427,*수원왕갈비치킨,돼지갈비양념
261,20220427,*수원왕갈비치킨,맛술
262,20220427,*수원왕갈비치킨,소갈비양념
263,20220427,*수원왕갈비치킨,소금(고운소금)
264,20220427,*수원왕갈비치킨,소금(꽃소금)
265,20220427,*수원왕갈비치킨,후추
266,20220427,*포기김치,김치(배추김치)
267,20220427,*칼슘이온음료,혼합이온음료
268,20220428,*가바쌀밥,기능성멥쌀(가바)
269,20220428,*가바쌀밥,멥쌀(백미)
270,20220428,*가바쌀밥,찹쌀(백미)
271,20220428,*쇠고기무국,"마늘/껍질제거(깐것), 꼭지제거"
272,20220428,*쇠고기무국,무(왜무)
273,20220428,*쇠고기무국,양파/껍질제거(깐것)
274,20220428,*쇠고기무국,파(대파)/껍질제거(깐것)
275,20220428,*쇠고기무국,"멸치(큰멸치, 대멸)"
276,20220428,*쇠고기무국,다시마/말린것(건조)
277,20220428,*쇠고기무국,"한우(앞다리, 전지)"
278,20220428,*쇠고기무국,간장(재래간장)
279,20220428,*쇠고기무국,소금(고운소금)
280,20220428,*쇠고기무국,후추
281,20220428,*야채계란찜,당근/껍질제거(깐것)
282,20220428,*야채계란찜,양파/껍질제거(깐것)
283,20220428,*야채계란찜,파(쪽파)
284,20220428,*야채계란찜,달걀
285,20220428,*야채계란찜,소금(고운소금)
286,20220428,*쭈꾸미치즈떡볶음,당근/껍질제거(깐것)
287,20220428,*쭈꾸미치즈떡볶음,마늘/껍질제거(깐것)
288,20220428,*쭈꾸미치즈떡볶음,"마늘/껍질제거(깐것), 꼭지제거"
289,20220428,*쭈꾸미치즈떡볶음,양파/껍질제거(깐것)
290,20220428,*쭈꾸미치즈떡볶음,느타리버섯
291,20220428,*쭈꾸미치즈떡볶음,팽이버섯
292,20220428,*쭈꾸미치즈떡볶음,양배추/껍질제거(깐것)
293,20220428,*쭈꾸미치즈떡볶음,고추(붉은고추(홍고추))
294,20220428,*쭈꾸미치즈떡볶음,고추(청양고추)
295,20220428,*쭈꾸미치즈떡볶음,미나리
296,20220428,*쭈꾸미치즈떡볶음,파(대파)/껍질제거(깐것)
297,20220428,*쭈꾸미치즈떡볶음,호박(애호박)
298,20220428,*쭈꾸미치즈떡볶음,오징어
299,20220428,*쭈꾸미치즈떡볶음,"오징어/껍질있는것(안깐것), 채썬것(세절)"
300,20220428,*쭈꾸미치즈떡볶음,주꾸미/다듬은것(손질)
301,20220428,*쭈꾸미치즈떡볶음,"돼지고기(뒷다리, 후지)/불고기용"
302,20220428,*쭈꾸미치즈떡볶음,물엿
303,20220428,*쭈꾸미치즈떡볶음,설탕(황설탕)
304,20220428,*쭈꾸미치즈떡볶음,떡볶이떡(치즈떡볶이떡)/국산
305,20220428,*쭈꾸미치즈떡볶음,고추장
306,20220428,*쭈꾸미치즈떡볶음,고춧가루
307,20220428,*쭈꾸미치즈떡볶음,소금(고운소금)
308,20220428,*쭈꾸미치즈떡볶음,소금(꽃소금)
309,20220428,*쭈꾸미치즈떡볶음,후추
310,20220428,*쭈꾸미치즈떡볶음,청주
311,20220428,*백김치,김치(백김치)
312,20220502,*칼슘찹쌀밥,기능성찹쌀(칼슘강화)
313,20220502,*칼슘찹쌀밥,멥쌀(백미)
314,20220502,*쇠고기미역국,마늘/껍질제거(깐것)
315,20220502,*쇠고기미역국,"마늘/껍질제거(깐것), 꼭지제거"
316,20220502,*쇠고기미역국,"멸치(큰멸치, 대멸)"
317,20220502,*쇠고기미역국,다시마/말린것(건조)
318,20220502,*쇠고기미역국,"미역/말린것(건조), 자른것"
319,20220502,*쇠고기미역국,"한우(앞다리, 전지)/국산"
320,20220502,*쇠고기미역국,젓(새우액젓)
321,20220502,*쇠고기미역국,들기름
322,20220502,*쇠고기미역국,간장(재래간장)
323,20220502,*쇠고기미역국,간장(참치액간장(쯔유))
324,20220502,*쇠고기미역국,소금(고운소금)
325,20220502,*쇠고기미역국,소금(꽃소금)
326,20220502,*돼지갈비엿장조림,당근/껍질제거(깐것)
327,20220502,*돼지갈비엿장조림,"마늘/껍질제거(깐것), 꼭지제거"
328,20220502,*돼지갈비엿장조림,무(왜무)
329,20220502,*돼지갈비엿장조림,"생강/친환경, 껍질제거(깐것)"
330,20220502,*돼지갈비엿장조림,양파/껍질제거(깐것)
331,20220502,*돼지갈비엿장조림,표고버섯/친환경
332,20220502,*돼지갈비엿장조림,고추(붉은고추(홍고추))
333,20220502,*돼지갈비엿장조림,파(대파)/껍질제거(깐것)
334,20220502,*돼지갈비엿장조림,깨(참깨)
335,20220502,*돼지갈비엿장조림,돼지고기(갈비)
336,20220502,*돼지갈비엿장조림,돼지고기(사태)
337,20220502,*돼지갈비엿장조림,물엿
338,20220502,*돼지갈비엿장조림,설탕(황설탕)
339,20220502,*돼지갈비엿장조림,설탕(흑설탕)
340,20220502,*돼지갈비엿장조림,떡(흰가래떡)
341,20220502,*돼지갈비엿장조림,참기름
342,20220502,*돼지갈비엿장조림,간장(양조간장)
343,20220502,*돼지갈비엿장조림,간장(양조간장)/소포장
344,20220502,*돼지갈비엿장조림,소금(고운소금)
345,20220502,*돼지갈비엿장조림,후추
346,20220502,*돼지갈비엿장조림,청주
347,20220502,*참나물겉절이,당근/껍질제거(깐것)
348,20220502,*참나물겉절이,마늘
349,20220502,*참나물겉절이,"마늘/껍질제거(깐것), 꼭지제거"
350,20220502,*참나물겉절이,양파/껍질제거(깐것)
351,20220502,*참나물겉절이,참나물
352,20220502,*참나물겉절이,상추
353,20220502,*참나물겉절이,쑥갓
354,20220502,*참나물겉절이,파(실파)/껍질제거(깐것)
355,20220502,*참나물겉절이,깨(참깨)
356,20220502,*참나물겉절이,물엿
357,20220502,*참나물겉절이,설탕(황설탕)
358,20220502,*참나물겉절이,참기름
359,20220502,*참나물겉절이,간장(양조간장)
360,20220502,*참나물겉절이,고춧가루
361,20220502,*배추겉절이,김치(배추겉절이)
362,20220502,*블루베리치즈바게트,블루베리/냉동
363,20220502,*블루베리치즈바게트,애플민트
364,20220502,*블루베리치즈바게트,바게트
365,20220502,*블루베리치즈바게트,치즈(카테지치즈)
366,20220502,*블루베리치즈바게트,크림(생크림)/완제품
367,20220502,*블루베리치즈바게트,잼(블루베리잼)
368,20220503,*통밀밥,기능성기장(칼슘강화)
369,20220503,*통밀밥,기능성찹쌀(칼슘강화)
370,20220503,*통밀밥,멥쌀(백미)
371,20220503,*통밀밥,통밀/일반
372,20220503,*닭개장,마늘/껍질제거(깐것)
373,20220503,*닭개장,"마늘/껍질제거(깐것), 꼭지제거"
374,20220503,*닭개장,무(왜무)
375,20220503,*닭개장,"생강/친환경, 껍질제거(깐것)"
376,20220503,*닭개장,양파/껍질제거(깐것)
377,20220503,*닭개장,고사리/삶은것
378,20220503,*닭개장,숙주나물/친환경
379,20220503,*닭개장,파(대파)/껍질제거(깐것)
380,20220503,*닭개장,달걀
381,20220503,*닭개장,닭고기(성계)/국산
382,20220503,*닭개장,참기름
383,20220503,*닭개장,간장(재래간장)
384,20220503,*닭개장,고추장
385,20220503,*닭개장,고춧가루
386,20220503,*닭개장,소금(고운소금)
387,20220503,*닭개장,소금(꽃소금)
388,20220503,*닭개장,후추
389,20220503,*닭개장,청주
390,20220503,*삼색묵김가루무침,아몬드/조미한것
391,20220503,*삼색묵김가루무침,당근/껍질제거(깐것)
392,20220503,*삼색묵김가루무침,"마늘/껍질제거(깐것), 꼭지제거"
393,20220503,*삼색묵김가루무침,쑥갓
394,20220503,*삼색묵김가루무침,파(실파)/껍질제거(깐것)
395,20220503,*삼색묵김가루무침,깨(참깨)
396,20220503,*삼색묵김가루무침,김가루/조미한것
397,20220503,*삼색묵김가루무침,설탕(황설탕)
398,20220503,*삼색묵김가루무침,묵(호박묵)
399,20220503,*삼색묵김가루무침,참기름
400,20220503,*삼색묵김가루무침,간장(양조간장)
401,20220503,*삼색묵김가루무침,소금(고운소금)
402,20220503,*가자미유린기,레몬
403,20220503,*가자미유린기,양파/껍질제거(깐것)
404,20220503,*가자미유린기,파프리카(적색파프리카)/친환경
405,20220503,*가자미유린기,파프리카(주황파프리카)
406,20220503,*가자미유린기,고추(청양고추)
407,20220503,*가자미유린기,파(쪽파)
408,20220503,*가자미유린기,피망(청피망)
409,20220503,*가자미유린기,피망(홍피망)
410,20220503,*가자미유린기,"가자미/강정용, 깍둑썰기, 순살"
411,20220503,*가자미유린기,가자미살/냉동
412,20220503,*가자미유린기,설탕(황설탕)
413,20220503,*가자미유린기,전분(옥수수전분)
414,20220503,*가자미유린기,튀김가루
415,20220503,*가자미유린기,콩기름(대두유)
416,20220503,*가자미유린기,과즙음료(레몬)
417,20220503,*가자미유린기,에이드(레몬에이드)
418,20220503,*가자미유린기,간장(양조간장)
419,20220503,*가자미유린기,맛술
420,20220503,*가자미유린기,식초(사과식초)
421,20220503,*포기김치,김치(배추김치)
422,20220503,*청포도,포도(청포도)/외국산
423,20220504,*미니우동,"마늘/껍질제거(깐것), 꼭지제거"
424,20220504,*미니우동,무(왜무)
425,20220504,*미니우동,양파/껍질제거(깐것)
426,20220504,*미니우동,쑥갓
427,20220504,*미니우동,파(대파)/껍질제거(깐것)
428,20220504,*미니우동,"가다랑어/육수용, 말린것(건조)"
429,20220504,*미니우동,다시마/말린것(건조)
430,20220504,*미니우동,유부
431,20220504,*미니우동,우동/냉동
432,20220504,*미니우동,어묵(가마보꼬볼)
433,20220504,*미니우동,고춧가루/장용
434,20220504,*미니우동,소금(고운소금)
435,20220504,*미니우동,우동장국
436,20220504,*고깃집볶음밥,멥쌀(백미)
437,20220504,*고깃집볶음밥,당근/껍질제거(깐것)
438,20220504,*고깃집볶음밥,"마늘/껍질제거(깐것), 꼭지제거"
439,20220504,*고깃집볶음밥,무(왜무)
440,20220504,*고깃집볶음밥,"생강/친환경, 껍질제거(깐것)"
441,20220504,*고깃집볶음밥,양파/껍질제거(깐것)
442,20220504,*고깃집볶음밥,파(대파)/채썬것(세절)
443,20220504,*고깃집볶음밥,피망(청피망)
444,20220504,*고깃집볶음밥,깨(검정깨(흑임자))/볶은것
445,20220504,*고깃집볶음밥,날치알
446,20220504,*고깃집볶음밥,김가루/조미한것
447,20220504,*고깃집볶음밥,"돼지고기(뒷다리, 후지)/국산"
448,20220504,*고깃집볶음밥,돼지고기(등심)
449,20220504,*고깃집볶음밥,설탕(황설탕)
450,20220504,*고깃집볶음밥,참기름
451,20220504,*고깃집볶음밥,치즈(가공치즈)
452,20220504,*고깃집볶음밥,치즈(눈꽃치즈)
453,20220504,*고깃집볶음밥,고추장
454,20220504,*고깃집볶음밥,김치(배추김치)/숙성시킨것
455,20220504,*고깃집볶음밥,고춧가루
456,20220504,*고깃집볶음밥,소금(고운소금)
457,20220504,*고깃집볶음밥,옥수수통조림
458,20220504,*닭강정(매콤/허니간장),땅콩/볶은것
459,20220504,*닭강정(매콤/허니간장),"마늘/껍질제거(깐것), 꼭지제거"
460,20220504,*닭강정(매콤/허니간장),"생강/친환경, 껍질제거(깐것)"
461,20220504,*닭강정(매콤/허니간장),"닭고기(가슴살, 안심살)/국산"
462,20220504,*닭강정(매콤/허니간장),닭고기(다리살)
463,20220504,*닭강정(매콤/허니간장),물엿
464,20220504,*닭강정(매콤/허니간장),설탕(백설탕)
465,20220504,*닭강정(매콤/허니간장),떡(흰가래떡)
466,20220504,*닭강정(매콤/허니간장),떡볶이떡/국산
467,20220504,*닭강정(매콤/허니간장),전분(옥수수전분)
468,20220504,*닭강정(매콤/허니간장),치킨튀김가루
469,20220504,*닭강정(매콤/허니간장),튀김가루
470,20220504,*닭강정(매콤/허니간장),콩기름(대두유)
471,20220504,*닭강정(매콤/허니간장),간장(양조간장)
472,20220504,*닭강정(매콤/허니간장),고추장
473,20220504,*닭강정(매콤/허니간장),고춧가루
474,20220504,*닭강정(매콤/허니간장),데리야끼소스
475,20220504,*닭강정(매콤/허니간장),맛술
476,20220504,*닭강정(매콤/허니간장),소금(고운소금)
477,20220504,*닭강정(매콤/허니간장),양념통닭소스
478,20220504,*닭강정(매콤/허니간장),후추
479,20220504,*닭강정(매콤/허니간장),청주
480,20220504,*단무지,단무지
481,20220504,*단무지,"단무지/친환경, 김밥용"
482,20220504,*단무지,단무지(스틱단무지)
483,20220504,*젤라또,아이스크림(젤라또)
484,20220509,*율무밥,기능성찹쌀(칼슘강화)
485,20220509,*율무밥,멥쌀(백미)
486,20220509,*율무밥,율무/친환경
487,20220509,*율무밥,찹쌀(백미)
488,20220509,*근대된장국,"마늘/껍질제거(깐것), 꼭지제거"
489,20220509,*근대된장국,근대
490,20220509,*근대된장국,파(대파)/껍질제거(깐것)
491,20220509,*근대된장국,"멸치(큰멸치, 대멸)"
492,20220509,*근대된장국,다시마/말린것(건조)
493,20220509,*근대된장국,고추장
494,20220509,*근대된장국,된장
495,20220509,*근대된장국,고춧가루
496,20220509,*보쌈/마늘소스,마늘/껍질제거(깐것)
497,20220509,*보쌈/마늘소스,"마늘/껍질제거(깐것), 꼭지제거"
498,20220509,*보쌈/마늘소스,"생강/친환경, 껍질제거(깐것)"
499,20220509,*보쌈/마늘소스,양파/껍질제거(깐것)
500,20220509,*보쌈/마늘소스,월계수잎
501,20220509,*보쌈/마늘소스,파(대파)/껍질제거(깐것)
502,20220509,*보쌈/마늘소스,깨(검정깨(흑임자))/볶은것
503,20220509,*보쌈/마늘소스,"돼지고기(뒷다리, 후지)/덩어리"
504,20220509,*보쌈/마늘소스,"돼지고기(앞다리, 전지)/덩어리"
505,20220509,*보쌈/마늘소스,물엿
506,20220509,*보쌈/마늘소스,젓(새우젓(육젓))
507,20220509,*보쌈/마늘소스,버터
508,20220509,*보쌈/마늘소스,차(쌍화차)
509,20220509,*보쌈/마늘소스,된장
510,20220509,*보쌈/마늘소스,소금(고운소금)
511,20220509,*보쌈/마늘소스,소금(꽃소금)
